RegionName,Country,Class,Category,Type,Constant 2018 USD,Data Type
Asia,Jordan,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Jordan,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Jordan,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Jordan,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Jordan,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Jordan,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Jordan,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Korea D P Rp,A1,Beneficial,Fisheries mangt.,10400164.62,Modeled
Asia,Korea D P Rp,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Korea D P Rp,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Korea D P Rp,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Korea D P Rp,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Korea D P Rp,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Korea D P Rp,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Korea D P Rp,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Korea D P Rp,B6,Capacity-enhancing,Fishing access,975586.68,Modeled
Asia,Korea D P Rp,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Korea D P Rp,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Korea D P Rp,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Korea D P Rp,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Korea Rep,A1,Beneficial,Fisheries mangt.,1177574425,Reported
Asia,Korea Rep,A2,Beneficial,Fishery R&D,457516062.9,Reported
Asia,Korea Rep,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Korea Rep,B1,Capacity-enhancing,Boat constsruct. & renov.,45751448.21,Modeled
Asia,Korea Rep,B2,Capacity-enhancing,Fisheries dev. projects,131658318.6,Reported
Asia,Korea Rep,B3,Capacity-enhancing,Fishing port develop.,231798842.7,Reported
Asia,Korea Rep,B4,Capacity-enhancing,Markt. & storage infrast.,477334712.3,Reported
Asia,Korea Rep,B5,Capacity-enhancing,Tax exemption,9013873.76,Reported
Asia,Korea Rep,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Korea Rep,B7,Capacity-enhancing,Fuel subsidies,604031262.9,Modeled
Asia,Korea Rep,C1,Ambiguous,Fisher assistance,4800088.96,Reported
Asia,Korea Rep,C2,Ambiguous,Vessel buyback,33338852.96,Modeled
Asia,Korea Rep,C3,Ambiguous,Rural fisher communities,12132870.4,Reported
Asia,Kuwait,A1,Beneficial,Fisheries mangt.,6410762.503,Modeled
Asia,Kuwait,A2,Beneficial,Fishery R&D,1502060.652,Modeled
Asia,Kuwait,A3,Beneficial,MPAs,237044.8721,Modeled
Asia,Kuwait,B1,Capacity-enhancing,Boat constsruct. & renov.,785523.3078,Modeled
Asia,Kuwait,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Kuwait,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Kuwait,B4,Capacity-enhancing,Markt. & storage infrast.,1764715.001,Modeled
Asia,Kuwait,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Kuwait,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Kuwait,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Kuwait,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Kuwait,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Kuwait,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Lebanon,A1,Beneficial,Fisheries mangt.,914696.4243,Modeled
Asia,Lebanon,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Lebanon,A3,Beneficial,MPAs,705793.2829,Modeled
Asia,Lebanon,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Lebanon,B2,Capacity-enhancing,Fisheries dev. projects,361250.8703,Modeled
Asia,Lebanon,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Lebanon,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Lebanon,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Lebanon,B6,Capacity-enhancing,Fishing access,4074.62,Modeled
Asia,Lebanon,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Lebanon,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Lebanon,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Lebanon,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Malaysia,A1,Beneficial,Fisheries mangt.,45873348.99,Reported
Asia,Malaysia,A2,Beneficial,Fishery R&D,6499537.441,Reported
Asia,Malaysia,A3,Beneficial,MPAs,8206086.762,Modeled
Asia,Malaysia,B1,Capacity-enhancing,Boat constsruct. & renov.,48890373.63,Modeled
Asia,Malaysia,B2,Capacity-enhancing,Fisheries dev. projects,60242002.23,Reported
Asia,Malaysia,B3,Capacity-enhancing,Fishing port develop.,4141147.143,Reported
Asia,Malaysia,B4,Capacity-enhancing,Markt. & storage infrast.,109834520.4,Modeled
Asia,Malaysia,B5,Capacity-enhancing,Tax exemption,170232829.6,Modeled
Asia,Malaysia,B6,Capacity-enhancing,Fishing access,3849380.43,Modeled
Asia,Malaysia,B7,Capacity-enhancing,Fuel subsidies,74825408.33,Reported
Asia,Malaysia,C1,Ambiguous,Fisher assistance,62847934.94,Reported
Asia,Malaysia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Malaysia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Maldives,A1,Beneficial,Fisheries mangt.,12135686.56,Modeled
Asia,Maldives,A2,Beneficial,Fishery R&D,2843427.324,Modeled
Asia,Maldives,A3,Beneficial,MPAs,5904549.878,Modeled
Asia,Maldives,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Maldives,B2,Capacity-enhancing,Fisheries dev. projects,4800934.228,Modeled
Asia,Maldives,B3,Capacity-enhancing,Fishing port develop.,2796989.248,Modeled
Asia,Maldives,B4,Capacity-enhancing,Markt. & storage infrast.,3646461.464,Modeled
Asia,Maldives,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Maldives,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Maldives,B7,Capacity-enhancing,Fuel subsidies,17437887.06,Modeled
Asia,Maldives,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Maldives,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Maldives,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Myanmar,A1,Beneficial,Fisheries mangt.,3827487.505,Reported
Asia,Myanmar,A2,Beneficial,Fishery R&D,10621182.25,Modeled
Asia,Myanmar,A3,Beneficial,MPAs,618349.5365,Modeled
Asia,Myanmar,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Myanmar,B2,Capacity-enhancing,Fisheries dev. projects,3566126.393,Reported
Asia,Myanmar,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Myanmar,B4,Capacity-enhancing,Markt. & storage infrast.,103983563.2,Modeled
Asia,Myanmar,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Myanmar,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Myanmar,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Myanmar,C1,Ambiguous,Fisher assistance,115497.8661,Reported
Asia,Myanmar,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Myanmar,C3,Ambiguous,Rural fisher communities,5464371.635,Modeled
Asia,Oman,A1,Beneficial,Fisheries mangt.,49316872.12,Modeled
Asia,Oman,A2,Beneficial,Fishery R&D,11555089.28,Modeled
Asia,Oman,A3,Beneficial,MPAs,1058771.541,Modeled
Asia,Oman,B1,Capacity-enhancing,Boat constsruct. & renov.,6597281.969,Modeled
Asia,Oman,B2,Capacity-enhancing,Fisheries dev. projects,19513477.68,Modeled
Asia,Oman,B3,Capacity-enhancing,Fishing port develop.,11368409.7,Modeled
Asia,Oman,B4,Capacity-enhancing,Markt. & storage infrast.,14821103.77,Modeled
Asia,Oman,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Oman,B6,Capacity-enhancing,Fishing access,191570.48,Modeled
Asia,Oman,B7,Capacity-enhancing,Fuel subsidies,32075590.7,Modeled
Asia,Oman,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Oman,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Oman,C3,Ambiguous,Rural fisher communities,6180242.723,Modeled
Asia,Pakistan,A1,Beneficial,Fisheries mangt.,54989948.76,Modeled
Asia,Pakistan,A2,Beneficial,Fishery R&D,4440868.199,Modeled
Asia,Pakistan,A3,Beneficial,MPAs,1312712.304,Modeled
Asia,Pakistan,B1,Capacity-enhancing,Boat constsruct. & renov.,4662151.391,Modeled
Asia,Pakistan,B2,Capacity-enhancing,Fisheries dev. projects,55003924.76,Modeled
Asia,Pakistan,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Pakistan,B4,Capacity-enhancing,Markt. & storage infrast.,77756610.46,Modeled
Asia,Pakistan,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Pakistan,B6,Capacity-enhancing,Fishing access,467245.44,Modeled
Asia,Pakistan,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Pakistan,C1,Ambiguous,Fisher assistance,8910808.828,Modeled
Asia,Pakistan,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Pakistan,C3,Ambiguous,Rural fisher communities,2284731.929,Modeled
Asia,Philippines,A1,Beneficial,Fisheries mangt.,1250295.514,Reported
Asia,Philippines,A2,Beneficial,Fishery R&D,11836904.69,Modeled
Asia,Philippines,A3,Beneficial,MPAs,27904234.65,Modeled
Asia,Philippines,B1,Capacity-enhancing,Boat constsruct. & renov.,13928267.81,Modeled
Asia,Philippines,B2,Capacity-enhancing,Fisheries dev. projects,2984547.163,Reported
Asia,Philippines,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Philippines,B4,Capacity-enhancing,Markt. & storage infrast.,33394.59952,Reported
Asia,Philippines,B5,Capacity-enhancing,Tax exemption,27367791.54,Modeled
Asia,Philippines,B6,Capacity-enhancing,Fishing access,8652193.27,Modeled
Asia,Philippines,B7,Capacity-enhancing,Fuel subsidies,86620873.61,Modeled
Asia,Philippines,C1,Ambiguous,Fisher assistance,6431.433215,Reported
Asia,Philippines,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Philippines,C3,Ambiguous,Rural fisher communities,6089834.888,Modeled
Asia,Qatar,A1,Beneficial,Fisheries mangt.,18936885.99,Modeled
Asia,Qatar,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Qatar,A3,Beneficial,MPAs,295127.1652,Modeled
Asia,Qatar,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Qatar,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Qatar,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Qatar,B4,Capacity-enhancing,Markt. & storage infrast.,5670503.101,Modeled
Asia,Qatar,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Qatar,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Qatar,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Qatar,C1,Ambiguous,Fisher assistance,1688841.26,Modeled
Asia,Qatar,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Qatar,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Saudi Arabia,A1,Beneficial,Fisheries mangt.,30694138.66,Modeled
Asia,Saudi Arabia,A2,Beneficial,Fishery R&D,7191727.647,Modeled
Asia,Saudi Arabia,A3,Beneficial,MPAs,1526504.565,Modeled
Asia,Saudi Arabia,B1,Capacity-enhancing,Boat constsruct. & renov.,4262127.931,Modeled
Asia,Saudi Arabia,B2,Capacity-enhancing,Fisheries dev. projects,12606545.94,Modeled
Asia,Saudi Arabia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Saudi Arabia,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Saudi Arabia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Saudi Arabia,B6,Capacity-enhancing,Fishing access,846553.32,Modeled
Asia,Saudi Arabia,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Saudi Arabia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Saudi Arabia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Saudi Arabia,C3,Ambiguous,Rural fisher communities,3846497.537,Modeled
Asia,Singapore,A1,Beneficial,Fisheries mangt.,713110.3625,Modeled
Asia,Singapore,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Singapore,A3,Beneficial,MPAs,37964.82016,Modeled
Asia,Singapore,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Singapore,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Singapore,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Singapore,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Singapore,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Singapore,B6,Capacity-enhancing,Fishing access,55432.35,Modeled
Asia,Singapore,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Singapore,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Singapore,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Singapore,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Sri Lanka,A1,Beneficial,Fisheries mangt.,5014719.851,Reported
Asia,Sri Lanka,A2,Beneficial,Fishery R&D,1889334.72,Reported
Asia,Sri Lanka,A3,Beneficial,MPAs,1198161.813,Modeled
Asia,Sri Lanka,B1,Capacity-enhancing,Boat constsruct. & renov.,4428128.25,Reported
Asia,Sri Lanka,B2,Capacity-enhancing,Fisheries dev. projects,12475061.17,Reported
Asia,Sri Lanka,B3,Capacity-enhancing,Fishing port develop.,17887801.28,Reported
Asia,Sri Lanka,B4,Capacity-enhancing,Markt. & storage infrast.,559610.4478,Reported
Asia,Sri Lanka,B5,Capacity-enhancing,Tax exemption,31619903.22,Modeled
Asia,Sri Lanka,B6,Capacity-enhancing,Fishing access,1512494.77,Modeled
Asia,Sri Lanka,B7,Capacity-enhancing,Fuel subsidies,32800950,Reported
Asia,Sri Lanka,C1,Ambiguous,Fisher assistance,239038.527,Reported
Asia,Sri Lanka,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Sri Lanka,C3,Ambiguous,Rural fisher communities,1312038,Reported
Asia,Syria,A1,Beneficial,Fisheries mangt.,605688.8588,Modeled
Asia,Syria,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Syria,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Syria,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Syria,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Syria,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Syria,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Syria,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Syria,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Syria,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Syria,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Syria,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Syria,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Taiwan,A1,Beneficial,Fisheries mangt.,52202342.22,Modeled
Asia,Taiwan,A2,Beneficial,Fishery R&D,12231163.48,Modeled
Asia,Taiwan,A3,Beneficial,MPAs,4157082.083,Modeled
Asia,Taiwan,B1,Capacity-enhancing,Boat constsruct. & renov.,18304461.44,Modeled
Asia,Taiwan,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Taiwan,B3,Capacity-enhancing,Fishing port develop.,31542174.19,Modeled
Asia,Taiwan,B4,Capacity-enhancing,Markt. & storage infrast.,41121832.25,Modeled
Asia,Taiwan,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Taiwan,B6,Capacity-enhancing,Fishing access,24497938.6,Modeled
Asia,Taiwan,B7,Capacity-enhancing,Fuel subsidies,592949908.3,Modeled
Asia,Taiwan,C1,Ambiguous,Fisher assistance,1850922.197,Reported
Asia,Taiwan,C2,Ambiguous,Vessel buyback,7720655.777,Reported
Asia,Taiwan,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Thailand,A1,Beneficial,Fisheries mangt.,66405473.16,Reported
Asia,Thailand,A2,Beneficial,Fishery R&D,1840743.56,Reported
Asia,Thailand,A3,Beneficial,MPAs,5551335.739,Modeled
Asia,Thailand,B1,Capacity-enhancing,Boat constsruct. & renov.,4562539.203,Reported
Asia,Thailand,B2,Capacity-enhancing,Fisheries dev. projects,756991.1976,Reported
Asia,Thailand,B3,Capacity-enhancing,Fishing port develop.,160610126.6,Modeled
Asia,Thailand,B4,Capacity-enhancing,Markt. & storage infrast.,34536270.78,Reported
Asia,Thailand,B5,Capacity-enhancing,Tax exemption,324532515.3,Modeled
Asia,Thailand,B6,Capacity-enhancing,Fishing access,292468417.5,Modeled
Asia,Thailand,B7,Capacity-enhancing,Fuel subsidies,251385951.7,Modeled
Asia,Thailand,C1,Ambiguous,Fisher assistance,907874.3592,Reported
Asia,Thailand,C2,Ambiguous,Vessel buyback,3260958.378,Reported
Asia,Thailand,C3,Ambiguous,Rural fisher communities,2229412.452,Reported
Asia,Timor Leste,A1,Beneficial,Fisheries mangt.,729505.6968,Modeled
Asia,Timor Leste,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Timor Leste,A3,Beneficial,MPAs,0,not found evidence of subsidy
Asia,Timor Leste,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Timor Leste,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Timor Leste,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Timor Leste,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Timor Leste,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Timor Leste,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Asia,Timor Leste,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Timor Leste,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Timor Leste,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Timor Leste,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Turkey,A1,Beneficial,Fisheries mangt.,36440721.89,Reported
Asia,Turkey,A2,Beneficial,Fishery R&D,2681535.788,Reported
Asia,Turkey,A3,Beneficial,MPAs,572203.5561,Modeled
Asia,Turkey,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Turkey,B2,Capacity-enhancing,Fisheries dev. projects,8315119.359,Reported
Asia,Turkey,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Turkey,B4,Capacity-enhancing,Markt. & storage infrast.,22586347.38,Modeled
Asia,Turkey,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Turkey,B6,Capacity-enhancing,Fishing access,2431707.74,Modeled
Asia,Turkey,B7,Capacity-enhancing,Fuel subsidies,52629187.96,Reported
Asia,Turkey,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Turkey,C2,Ambiguous,Vessel buyback,14828655.02,Reported
Asia,Turkey,C3,Ambiguous,Rural fisher communities,8815496.399,Modeled
Asia,Untd Arab Em,A1,Beneficial,Fisheries mangt.,27294577.14,Modeled
Asia,Untd Arab Em,A2,Beneficial,Fishery R&D,6395200.308,Modeled
Asia,Untd Arab Em,A3,Beneficial,MPAs,4342666.708,Modeled
Asia,Untd Arab Em,B1,Capacity-enhancing,Boat constsruct. & renov.,3826540.782,Modeled
Asia,Untd Arab Em,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Asia,Untd Arab Em,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Untd Arab Em,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Asia,Untd Arab Em,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Asia,Untd Arab Em,B6,Capacity-enhancing,Fishing access,1029802.24,Modeled
Asia,Untd Arab Em,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Untd Arab Em,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Untd Arab Em,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Untd Arab Em,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Asia,Viet Nam,A1,Beneficial,Fisheries mangt.,188797971.8,Modeled
Asia,Viet Nam,A2,Beneficial,Fishery R&D,15246911.99,Modeled
Asia,Viet Nam,A3,Beneficial,MPAs,9781832.868,Modeled
Asia,Viet Nam,B1,Capacity-enhancing,Boat constsruct. & renov.,15967175.75,Modeled
Asia,Viet Nam,B2,Capacity-enhancing,Fisheries dev. projects,8300468.702,Reported
Asia,Viet Nam,B3,Capacity-enhancing,Fishing port develop.,15832740,Reported
Asia,Viet Nam,B4,Capacity-enhancing,Markt. & storage infrast.,266304836.8,Modeled
Asia,Viet Nam,B5,Capacity-enhancing,Tax exemption,31374061.96,Modeled
Asia,Viet Nam,B6,Capacity-enhancing,Fishing access,74267.13,Modeled
Asia,Viet Nam,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Asia,Viet Nam,C1,Ambiguous,Fisher assistance,30518196.15,Modeled
Asia,Viet Nam,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Viet Nam,C3,Ambiguous,Rural fisher communities,7844210.88,Modeled
Asia,Yemen,A1,Beneficial,Fisheries mangt.,38101911.94,Modeled
Asia,Yemen,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Asia,Yemen,A3,Beneficial,MPAs,322152.4923,Modeled
Asia,Yemen,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Asia,Yemen,B2,Capacity-enhancing,Fisheries dev. projects,39146915.08,Modeled
Asia,Yemen,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Asia,Yemen,B4,Capacity-enhancing,Markt. & storage infrast.,55340258.72,Modeled
Asia,Yemen,B5,Capacity-enhancing,Tax exemption,6519779.09,Modeled
Asia,Yemen,B6,Capacity-enhancing,Fishing access,4310133.7,Modeled
Asia,Yemen,B7,Capacity-enhancing,Fuel subsidies,37051455.27,Modeled
Asia,Yemen,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Asia,Yemen,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Asia,Yemen,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Albania,A1,Beneficial,Fisheries mangt.,404279.0098,Modeled
Europe,Albania,A2,Beneficial,Fishery R&D,94723.77003,Modeled
Europe,Albania,A3,Beneficial,MPAs,1095096.061,Modeled
Europe,Albania,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Albania,B2,Capacity-enhancing,Fisheries dev. projects,159666.2457,Modeled
Europe,Albania,B3,Capacity-enhancing,Fishing port develop.,93020.38965,Modeled
Europe,Albania,B4,Capacity-enhancing,Markt. & storage infrast.,121271.566,Modeled
Europe,Albania,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Albania,B6,Capacity-enhancing,Fishing access,685.47,Modeled
Europe,Albania,B7,Capacity-enhancing,Fuel subsidies,6613050.757,Modeled
Europe,Albania,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Albania,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Albania,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Belgium,A1,Beneficial,Fisheries mangt.,3296561.546,Reported
Europe,Belgium,A2,Beneficial,Fishery R&D,496189.7241,Reported
Europe,Belgium,A3,Beneficial,MPAs,1757024.727,Modeled
Europe,Belgium,B1,Capacity-enhancing,Boat constsruct. & renov.,61226.16941,Reported
Europe,Belgium,B2,Capacity-enhancing,Fisheries dev. projects,911650.023,Reported
Europe,Belgium,B3,Capacity-enhancing,Fishing port develop.,645794.6053,Reported
Europe,Belgium,B4,Capacity-enhancing,Markt. & storage infrast.,338203.845,Reported
Europe,Belgium,B5,Capacity-enhancing,Tax exemption,18834978.99,Reported
Europe,Belgium,B6,Capacity-enhancing,Fishing access,779750.29,Modeled
Europe,Belgium,B7,Capacity-enhancing,Fuel subsidies,5142150.503,Modeled
Europe,Belgium,C1,Ambiguous,Fisher assistance,1305911.342,Modeled
Europe,Belgium,C2,Ambiguous,Vessel buyback,1422252.683,Modeled
Europe,Belgium,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Bosnia Herzg,A1,Beneficial,Fisheries mangt.,7849.27132,Modeled
Europe,Bosnia Herzg,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Europe,Bosnia Herzg,A3,Beneficial,MPAs,0,not found evidence of subsidy
Europe,Bosnia Herzg,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Bosnia Herzg,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Bosnia Herzg,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Bosnia Herzg,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Europe,Bosnia Herzg,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Bosnia Herzg,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Europe,Bosnia Herzg,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Europe,Bosnia Herzg,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Bosnia Herzg,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Bosnia Herzg,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
